part_number,description,category,criticality,unit_cost_usd,current_stock,safety_stock,reorder_point,lead_time_days,lead_time_volatility,aog_cost_per_day,supplier_id,last_updated,stock_coverage_days,risk_flag,on_time_delivery_pct,risk_exposure,region,country,country_code,inventory_risk_score,supplier_multiplier,composite_risk_score,risk_level,estimated_outage_days,financial_exposure_usd
PN-ELE-00537,Electrical Component - Series B,Electrical,High,4612,50,34,44,41.0,Medium,215046,SUP-0101,2025-11-04,44.11764705882353,Healthy,60.0,High,Asia-Pacific,Japan,JPN,35,1.3,45.5,Medium,41.0,0.0
PN-CAB-00538,Cabin Systems Component - Series B,Cabin Systems,Medium,2865,42,30,39,71.0,High,121502,SUP-0061,2025-12-02,42.0,Healthy,70.6,Medium,North America,Canada,CAN,40,1.1,44.0,Medium,71.0,0.0
PN-HYD-00539,Hydraulics Component - Series X,Hydraulics,High,8360,32,24,31,74.0,High,94373,SUP-0084,2025-12-05,40.0,Healthy,95.2,Low,North America,Mexico,MEX,50,1.0,50.0,Medium,74.0,0.0
PN-LAN-00540,Landing Gear Component - Series B,Landing Gear,Critical,26140,64,40,52,72.0,High,187060,SUP-0035,2026-01-08,48.0,Healthy,83.1,Medium,Asia-Pacific,Thailand,THA,60,1.1,66.0,High,72.0,13468320.0
PN-ENG-00541,Engine Component - Series X,Engine,Critical,32008,12,30,39,14.0,Low,239537,SUP-0081,2025-12-17,12.0,Critical,87.7,High,Middle East,Saudi Arabia,SAU,70,1.3,91.0,High,14.0,3353518.0
PN-ENG-00542,Engine Component - Series B,Engine,Critical,31722,34,27,35,24.0,Low,310716,SUP-0116,2025-12-04,37.77777777777778,Warning,81.5,High,Middle East,UAE,ARE,60,1.3,78.0,High,24.0,7457184.0
PN-LAN-00543,Landing Gear Component - Series B,Landing Gear,Critical,33863,29,28,36,12.0,Low,188357,SUP-0078,2026-01-24,31.07142857142857,Warning,75.0,Medium,Europe,Germany,DEU,60,1.1,66.0,High,12.0,2260284.0
PN-ELE-00544,Electrical Component - Series C,Electrical,High,4233,39,24,31,79.0,High,175956,SUP-0038,2025-11-06,48.75,Healthy,75.3,Medium,Europe,Italy,ITA,50,1.1,55.00000000000001,Medium,79.0,0.0
PN-ELE-00545,Electrical Component - Series A,Electrical,High,5786,25,21,27,23.0,Low,138651,SUP-0077,2025-11-28,35.714285714285715,Warning,62.1,High,Middle East,Turkey,TUR,50,1.3,65.0,High,23.0,3188973.0
PN-STR-00546,Structural Component - Series X,Structural,Medium,16288,21,19,24,41.0,Medium,112523,SUP-0116,2026-01-05,33.15789473684211,Warning,81.5,High,Middle East,UAE,ARE,50,1.3,65.0,High,41.0,4613443.0
PN-ELE-00547,Electrical Component - Series A,Electrical,High,3764,8,28,36,66.0,High,158947,SUP-0036,2025-11-10,8.571428571428571,Critical,74.4,High,Asia-Pacific,China,CHN,85,1.3,100.0,High,66.0,10490502.0
PN-ENG-00548,Engine Component - Series B,Engine,Critical,46793,35,28,36,53.0,Medium,246801,SUP-0034,2025-11-20,37.5,Warning,72.9,Medium,North America,Canada,CAN,70,1.1,77.0,High,53.0,13080453.0
PN-STR-00549,Structural Component - Series A,Structural,Medium,14853,52,32,41,31.0,Medium,148976,SUP-0150,2026-01-09,48.75,Healthy,94.4,High,Middle East,Saudi Arabia,SAU,25,1.3,32.5,Medium,31.0,0.0
PN-HYD-00550,Hydraulics Component - Series A,Hydraulics,High,5843,22,27,35,54.0,Medium,125071,SUP-0051,2026-01-16,24.444444444444443,Warning,85.1,Medium,Asia-Pacific,Thailand,THA,60,1.1,66.0,High,54.0,6753834.0
PN-LAN-00551,Landing Gear Component - Series C,Landing Gear,Critical,15718,98,52,67,82.0,High,343556,SUP-0032,2025-10-31,56.53846153846153,Healthy,99.0,Low,North America,Mexico,MEX,60,1.0,60.0,Medium,82.0,0.0
PN-LAN-00552,Landing Gear Component - Series X,Landing Gear,Critical,26665,45,24,31,65.0,High,137543,SUP-0102,2025-12-28,56.25,Healthy,82.6,Medium,North America,USA,USA,60,1.1,66.0,High,65.0,8940295.0
PN-ENG-00553,Engine Component - Series C,Engine,Critical,52648,60,36,46,83.0,High,136407,SUP-0055,2025-11-18,50.0,Healthy,69.4,Medium,North America,USA,USA,60,1.1,66.0,High,83.0,11321781.0
PN-HYD-00554,Hydraulics Component - Series A,Hydraulics,High,7198,23,13,16,69.0,High,172480,SUP-0063,2026-01-16,53.07692307692307,Healthy,79.1,Medium,North America,USA,USA,50,1.1,55.00000000000001,Medium,69.0,0.0
PN-HYD-00555,Hydraulics Component - Series X,Hydraulics,High,6246,13,12,15,87.0,High,212595,SUP-0016,2025-11-06,32.5,Warning,78.0,Medium,North America,USA,USA,75,1.1,82.5,High,87.0,18495765.0
PN-HYD-00556,Hydraulics Component - Series B,Hydraulics,High,6638,48,33,42,82.0,High,131961,SUP-0140,2025-10-28,43.63636363636363,Healthy,73.4,Medium,North America,Canada,CAN,50,1.1,55.00000000000001,Medium,82.0,0.0
PN-LAN-00557,Landing Gear Component - Series X,Landing Gear,Critical,21688,29,27,35,35.0,Medium,223778,SUP-0089,2026-01-06,32.22222222222222,Warning,82.0,Medium,North America,USA,USA,70,1.1,77.0,High,35.0,7832230.0
PN-CAB-00558,Cabin Systems Component - Series A,Cabin Systems,Medium,3985,44,24,31,33.0,Medium,103267,SUP-0082,2026-01-10,55.0,Healthy,83.4,High,Middle East,UAE,ARE,25,1.3,32.5,Medium,33.0,0.0
PN-AVI-00559,Avionics Component - Series C,Avionics,High,11055,35,27,35,,Unknown,267629,SUP-0015,2025-12-25,38.888888888888886,Healthy,71.9,High,Middle East,Qatar,QAT,40,1.3,52.0,Medium,30.0,0.0
PN-CAB-00560,Cabin Systems Component - Series B,Cabin Systems,Medium,2609,22,25,32,28.0,Low,82072,SUP-0041,2025-11-07,26.4,Warning,79.9,Medium,North America,Canada,CAN,40,1.1,44.0,Medium,28.0,0.0
PN-AVI-00561,Avionics Component - Series A,Avionics,High,18912,30,16,20,85.0,High,238704,SUP-0057,2026-01-07,56.25,Healthy,92.5,Low,North America,Mexico,MEX,50,1.0,50.0,Medium,85.0,0.0
PN-STR-00562,Structural Component - Series B,Structural,Medium,7987,53,30,39,43.0,Medium,71430,SUP-0046,2025-11-25,53.0,Healthy,72.0,Medium,Europe,UK,GBR,25,1.1,27.500000000000004,Low,43.0,0.0
PN-CAB-00563,Cabin Systems Component - Series C,Cabin Systems,Medium,3382,29,22,28,37.0,Medium,106002,SUP-0008,2026-01-24,39.54545454545455,Healthy,87.2,Low,Europe,Italy,ITA,25,1.0,25.0,Low,37.0,0.0
PN-ELE-00564,Electrical Component - Series B,Electrical,High,4709,52,31,40,16.0,Low,139542,SUP-0145,2025-11-19,50.32258064516129,Healthy,82.8,Medium,North America,Mexico,MEX,25,1.1,27.500000000000004,Low,16.0,0.0
PN-STR-00565,Structural Component - Series X,Structural,Medium,8440,48,25,32,7.0,Low,78698,SUP-0139,2025-12-04,57.599999999999994,Healthy,70.1,High,Middle East,Israel,ISR,15,1.3,19.5,Low,7.0,0.0
PN-AVI-00566,Avionics Component - Series B,Avionics,High,20903,39,25,32,81.0,High,167637,SUP-0057,2025-10-28,46.8,Healthy,92.5,Low,North America,Mexico,MEX,50,1.0,50.0,Medium,81.0,0.0
PN-CAB-00567,Cabin Systems Component - Series B,Cabin Systems,Medium,2102,35,19,24,25.0,Low,142123,SUP-0034,2025-12-08,55.26315789473684,Healthy,72.9,Medium,North America,Canada,CAN,15,1.1,16.5,Low,25.0,0.0
PN-ELE-00568,Electrical Component - Series C,Electrical,High,5412,45,26,33,60.0,Medium,192379,SUP-0016,2025-10-28,51.92307692307692,Healthy,78.0,Medium,North America,USA,USA,35,1.1,38.5,Medium,60.0,0.0
PN-AVI-00569,Avionics Component - Series A,Avionics,High,17308,45,25,32,16.0,Low,156249,SUP-0135,2025-12-11,54.0,Healthy,77.4,Medium,North America,USA,USA,25,1.1,27.500000000000004,Low,16.0,0.0
PN-ENG-00570,Engine Component - Series X,Engine,Critical,38493,41,33,42,86.0,High,162451,SUP-0026,2025-12-08,37.272727272727266,Warning,81.5,Medium,Asia-Pacific,China,CHN,85,1.1,93.50000000000001,High,86.0,13970786.0
PN-HYD-00571,Hydraulics Component - Series X,Hydraulics,High,7432,10,27,35,72.0,High,108957,SUP-0125,2026-01-17,11.11111111111111,Critical,65.9,Medium,North America,USA,USA,85,1.1,93.50000000000001,High,72.0,7844904.0
PN-HYD-00572,Hydraulics Component - Series C,Hydraulics,High,8853,42,24,31,33.0,Medium,210828,SUP-0058,2026-01-19,52.5,Healthy,80.6,Low,Europe,Germany,DEU,35,1.0,35.0,Medium,33.0,0.0
PN-CAB-00573,Cabin Systems Component - Series C,Cabin Systems,Medium,2670,29,22,28,30.0,Low,103202,SUP-0033,2025-11-17,39.54545454545455,Healthy,60.4,High,Asia-Pacific,Japan,JPN,15,1.3,19.5,Low,30.0,0.0
PN-ELE-00574,Electrical Component - Series X,Electrical,High,3602,34,30,39,,Unknown,217739,SUP-0146,2025-10-30,34.0,Warning,70.6,Medium,North America,USA,USA,65,1.1,71.5,High,30.0,6532170.0
PN-AVI-00575,Avionics Component - Series B,Avionics,High,12549,26,25,32,44.0,Medium,112708,SUP-0145,2025-11-08,31.2,Warning,82.8,Medium,North America,Mexico,MEX,60,1.1,66.0,High,44.0,4959152.0
PN-LAN-00576,Landing Gear Component - Series B,Landing Gear,Critical,23847,42,25,32,84.0,High,144555,SUP-0089,2025-12-05,50.4,Healthy,82.0,Medium,North America,USA,USA,60,1.1,66.0,High,84.0,12142620.0
PN-AVI-00577,Avionics Component - Series C,Avionics,High,10614,22,26,33,52.0,Medium,130203,SUP-0115,2025-10-27,25.384615384615383,Warning,86.1,Medium,Asia-Pacific,China,CHN,60,1.1,66.0,High,52.0,6770556.0
PN-HYD-00578,Hydraulics Component - Series C,Hydraulics,High,5556,46,26,33,84.0,High,90004,SUP-0066,2025-11-08,53.07692307692307,Healthy,78.6,High,Middle East,Qatar,QAT,50,1.3,65.0,High,84.0,7560336.0
PN-ELE-00579,Electrical Component - Series X,Electrical,High,5161,32,27,35,,Unknown,217672,SUP-0043,2025-12-17,35.55555555555556,Warning,91.5,Medium,Asia-Pacific,China,CHN,65,1.1,71.5,High,30.0,6530160.0
PN-LAN-00580,Landing Gear Component - Series X,Landing Gear,Critical,22680,58,46,59,31.0,Medium,284910,SUP-0026,2025-12-26,37.826086956521735,Warning,81.5,Medium,Asia-Pacific,China,CHN,70,1.1,77.0,High,31.0,8832210.0
PN-STR-00581,Structural Component - Series B,Structural,Medium,16678,26,21,27,45.0,Medium,117461,SUP-0042,2025-12-22,37.142857142857146,Warning,72.8,Medium,North America,Canada,CAN,50,1.1,55.00000000000001,Medium,45.0,0.0
PN-ENG-00582,Engine Component - Series A,Engine,Critical,42801,17,30,39,71.0,High,242203,SUP-0082,2025-11-28,17.0,Critical,83.4,High,Middle East,UAE,ARE,95,1.3,100.0,High,71.0,17196413.0
PN-ENG-00583,Engine Component - Series X,Engine,Critical,44586,25,25,32,57.0,Medium,301163,SUP-0042,2025-11-04,30.0,Warning,72.8,Medium,North America,Canada,CAN,70,1.1,77.0,High,57.0,17166291.0
PN-CAB-00584,Cabin Systems Component - Series C,Cabin Systems,Medium,3894,36,26,33,45.0,Medium,98996,SUP-0124,2026-01-24,41.53846153846154,Healthy,84.2,Low,Europe,Italy,ITA,25,1.0,25.0,Low,45.0,0.0
PN-ENG-00585,Engine Component - Series X,Engine,Critical,49682,41,34,44,58.0,Medium,314214,SUP-0041,2025-11-01,36.1764705882353,Warning,79.9,Medium,North America,Canada,CAN,70,1.1,77.0,High,58.0,18224412.0
PN-ENG-00586,Engine Component - Series X,Engine,Critical,41923,38,24,31,32.0,Medium,197515,SUP-0142,2026-01-03,47.5,Healthy,75.1,Medium,Europe,Germany,DEU,45,1.1,49.50000000000001,Medium,32.0,0.0
PN-HYD-00587,Hydraulics Component - Series A,Hydraulics,High,8283,33,28,36,85.0,High,125061,SUP-0013,2025-12-15,35.357142857142854,Warning,84.9,High,Middle East,Saudi Arabia,SAU,75,1.3,97.5,High,85.0,10630185.0
PN-CAB-00588,Cabin Systems Component - Series A,Cabin Systems,Medium,2758,41,26,33,70.0,High,107873,SUP-0093,2025-10-26,47.30769230769231,Healthy,83.4,High,Middle East,Qatar,QAT,40,1.3,52.0,Medium,70.0,0.0
PN-LAN-00589,Landing Gear Component - Series X,Landing Gear,Critical,29604,18,33,42,58.0,Medium,217085,SUP-0052,2025-11-07,16.363636363636363,Critical,91.1,Medium,Asia-Pacific,Thailand,THA,80,1.1,88.0,High,58.0,12590930.0
PN-ENG-00590,Engine Component - Series A,Engine,Critical,44344,58,33,42,18.0,Low,340051,SUP-0122,2025-11-09,52.72727272727272,Healthy,61.8,Medium,North America,USA,USA,35,1.1,38.5,Medium,18.0,0.0
PN-HYD-00591,Hydraulics Component - Series C,Hydraulics,High,9127,40,27,35,55.0,Medium,136085,SUP-0024,2026-01-16,44.44444444444444,Healthy,94.7,Medium,Asia-Pacific,China,CHN,35,1.1,38.5,Medium,55.0,0.0
PN-CAB-00592,Cabin Systems Component - Series X,Cabin Systems,Medium,2706,30,21,27,63.0,High,59583,SUP-0095,2025-11-18,42.85714285714286,Healthy,94.8,Medium,Asia-Pacific,China,CHN,40,1.1,44.0,Medium,63.0,0.0
PN-LAN-00593,Landing Gear Component - Series C,Landing Gear,Critical,34954,46,27,35,,Unknown,236641,SUP-0058,2025-11-29,51.11111111111111,Healthy,80.6,Low,Europe,Germany,DEU,50,1.0,50.0,Medium,30.0,0.0
PN-CAB-00594,Cabin Systems Component - Series A,Cabin Systems,Medium,1800,40,21,27,57.0,Medium,109258,SUP-0022,2026-01-19,57.142857142857146,Healthy,64.1,Medium,North America,Canada,CAN,25,1.1,27.500000000000004,Low,57.0,0.0
PN-HYD-00595,Hydraulics Component - Series B,Hydraulics,High,8952,40,26,33,13.0,Low,233184,SUP-0142,2025-11-02,46.15384615384615,Healthy,75.1,Medium,Europe,Germany,DEU,25,1.1,27.500000000000004,Low,13.0,0.0
PN-STR-00596,Structural Component - Series X,Structural,Medium,10054,29,18,23,58.0,Medium,85785,SUP-0147,2025-11-25,48.333333333333336,Healthy,61.2,Medium,Europe,France,FRA,25,1.1,27.500000000000004,Low,58.0,0.0
PN-LAN-00597,Landing Gear Component - Series A,Landing Gear,Critical,26047,58,33,42,10.0,Low,268926,SUP-0129,2026-01-07,52.72727272727272,Healthy,79.0,Medium,North America,USA,USA,35,1.1,38.5,Medium,10.0,0.0
PN-CAB-00598,Cabin Systems Component - Series B,Cabin Systems,Medium,3071,57,31,40,56.0,Medium,115055,SUP-0031,2025-12-22,55.16129032258064,Healthy,79.3,High,Middle East,Oman,OMN,25,1.3,32.5,Medium,56.0,0.0
PN-AVI-00599,Avionics Component - Series B,Avionics,High,19439,47,25,32,53.0,Medium,182164,SUP-0050,2025-11-11,56.4,Healthy,63.1,Medium,Europe,Italy,ITA,35,1.1,38.5,Medium,53.0,0.0
PN-ENG-00600,Engine Component - Series X,Engine,Critical,38030,48,31,40,10.0,Low,205877,SUP-0052,2026-01-14,46.4516129032258,Healthy,91.1,Medium,Asia-Pacific,Thailand,THA,35,1.1,38.5,Medium,10.0,0.0
PN-AVI-00601,Avionics Component - Series A,Avionics,High,20852,36,21,27,64.0,High,173565,SUP-0023,2025-12-14,51.42857142857143,Healthy,63.8,Medium,Europe,France,FRA,50,1.1,55.00000000000001,Medium,64.0,0.0
PN-CAB-00602,Cabin Systems Component - Series C,Cabin Systems,Medium,3193,21,22,28,24.0,Low,138234,SUP-0134,2025-12-23,28.636363636363637,Warning,77.2,Medium,Europe,UK,GBR,40,1.1,44.0,Medium,24.0,0.0
PN-STR-00603,Structural Component - Series X,Structural,Medium,7411,30,26,33,,Unknown,178033,SUP-0029,2025-12-18,34.61538461538461,Warning,73.7,Medium,Europe,Spain,ESP,55,1.1,60.50000000000001,High,30.0,5340990.0
PN-AVI-00604,Avionics Component - Series A,Avionics,High,16324,19,15,19,21.0,Low,117020,SUP-0028,2026-01-06,38.0,Healthy,85.8,High,Middle East,Qatar,QAT,25,1.3,32.5,Medium,21.0,0.0
PN-STR-00605,Structural Component - Series C,Structural,Medium,9276,25,16,20,44.0,Medium,117289,SUP-0106,2025-11-28,46.875,Healthy,83.2,Medium,North America,Mexico,MEX,25,1.1,27.500000000000004,Low,44.0,0.0
PN-LAN-00606,Landing Gear Component - Series X,Landing Gear,Critical,19363,68,37,48,28.0,Low,345460,SUP-0010,2025-11-17,55.13513513513513,Healthy,79.1,Medium,North America,USA,USA,35,1.1,38.5,Medium,28.0,0.0
PN-HYD-00607,Hydraulics Component - Series X,Hydraulics,High,5853,30,22,28,20.0,Low,152268,SUP-0010,2025-12-15,40.909090909090914,Healthy,79.1,Medium,North America,USA,USA,25,1.1,27.500000000000004,Low,20.0,0.0
PN-HYD-00608,Hydraulics Component - Series X,Hydraulics,High,7627,29,20,26,77.0,High,114505,SUP-0069,2025-12-12,43.5,Healthy,99.0,Medium,Asia-Pacific,China,CHN,50,1.1,55.00000000000001,Medium,77.0,0.0
PN-ENG-00609,Engine Component - Series C,Engine,Critical,50468,27,22,28,44.0,Medium,243741,SUP-0072,2025-12-27,36.81818181818182,Warning,69.2,High,Asia-Pacific,Singapore,SGP,70,1.3,91.0,High,44.0,10724604.0
PN-STR-00610,Structural Component - Series B,Structural,Medium,7883,33,21,27,73.0,High,132059,SUP-0035,2025-12-03,47.142857142857146,Healthy,83.1,Medium,Asia-Pacific,Thailand,THA,40,1.1,44.0,Medium,73.0,0.0
PN-ELE-00611,Electrical Component - Series C,Electrical,High,3392,49,25,32,77.0,High,96609,SUP-0107,2026-01-11,58.8,Healthy,73.1,High,Asia-Pacific,Singapore,SGP,50,1.3,65.0,High,77.0,7438893.0
PN-ELE-00612,Electrical Component - Series X,Electrical,High,6368,22,18,23,86.0,High,134491,SUP-0125,2025-12-31,36.66666666666667,Warning,65.9,Medium,North America,USA,USA,75,1.1,82.5,High,86.0,11566226.0
PN-STR-00613,Structural Component - Series B,Structural,Medium,9560,18,14,18,84.0,High,107790,SUP-0017,2025-12-04,38.57142857142857,Healthy,72.2,Medium,North America,Canada,CAN,40,1.1,44.0,Medium,84.0,0.0
PN-ELE-00614,Electrical Component - Series A,Electrical,High,5689,59,36,46,24.0,Low,115480,SUP-0045,2025-11-19,49.16666666666667,Healthy,74.6,High,Middle East,Israel,ISR,25,1.3,32.5,Medium,24.0,0.0
PN-STR-00615,Structural Component - Series A,Structural,Medium,8899,19,13,16,74.0,High,78572,SUP-0117,2025-11-01,43.84615384615385,Healthy,83.4,Medium,North America,USA,USA,40,1.1,44.0,Medium,74.0,0.0
PN-HYD-00616,Hydraulics Component - Series X,Hydraulics,High,6316,53,37,48,51.0,Medium,104544,SUP-0130,2025-12-15,42.97297297297297,Healthy,75.8,High,Asia-Pacific,Thailand,THA,35,1.3,45.5,Medium,51.0,0.0
PN-ELE-00617,Electrical Component - Series B,Electrical,High,6689,29,18,23,53.0,Medium,100910,SUP-0096,2025-12-27,48.333333333333336,Healthy,65.9,Medium,Europe,France,FRA,35,1.1,38.5,Medium,53.0,0.0
PN-CAB-00618,Cabin Systems Component - Series X,Cabin Systems,Medium,3449,39,20,26,59.0,Medium,140545,SUP-0142,2025-12-09,58.5,Healthy,75.1,Medium,Europe,Germany,DEU,25,1.1,27.500000000000004,Low,59.0,0.0
PN-HYD-00619,Hydraulics Component - Series A,Hydraulics,High,4906,48,27,35,29.0,Low,119216,SUP-0073,2025-10-29,53.33333333333333,Healthy,75.7,Medium,North America,USA,USA,25,1.1,27.500000000000004,Low,29.0,0.0
PN-LAN-00620,Landing Gear Component - Series B,Landing Gear,Critical,25437,55,37,48,,Unknown,150293,SUP-0057,2026-01-16,44.59459459459459,Healthy,92.5,Low,North America,Mexico,MEX,50,1.0,50.0,Medium,30.0,0.0
PN-AVI-00621,Avionics Component - Series X,Avionics,High,9710,53,31,40,60.0,Medium,231150,SUP-0132,2025-10-28,51.29032258064515,Healthy,67.9,Medium,Europe,UK,GBR,35,1.1,38.5,Medium,60.0,0.0
PN-STR-00622,Structural Component - Series A,Structural,Medium,10612,38,25,32,12.0,Low,142787,SUP-0122,2025-11-11,45.6,Healthy,61.8,Medium,North America,USA,USA,15,1.1,16.5,Low,12.0,0.0
PN-ELE-00623,Electrical Component - Series B,Electrical,High,3645,40,24,31,85.0,High,160760,SUP-0065,2026-01-11,50.0,Healthy,71.2,High,Middle East,UAE,ARE,50,1.3,65.0,High,85.0,13664600.0
PN-STR-00624,Structural Component - Series C,Structural,Medium,9643,44,25,32,46.0,Medium,120715,SUP-0109,2025-12-13,52.8,Healthy,95.1,Medium,Asia-Pacific,Vietnam,VNM,25,1.1,27.500000000000004,Low,46.0,0.0
PN-STR-00625,Structural Component - Series X,Structural,Medium,13057,28,21,27,46.0,Medium,122419,SUP-0078,2026-01-20,40.0,Healthy,75.0,Medium,Europe,Germany,DEU,25,1.1,27.500000000000004,Low,46.0,0.0
PN-CAB-00626,Cabin Systems Component - Series A,Cabin Systems,Medium,2238,26,16,20,47.0,Medium,82714,SUP-0002,2025-12-30,48.75,Healthy,60.0,Medium,Europe,France,FRA,25,1.1,27.500000000000004,Low,47.0,0.0
PN-ELE-00627,Electrical Component - Series C,Electrical,High,5339,28,22,28,81.0,High,231221,SUP-0077,2026-01-21,38.18181818181819,Healthy,62.1,High,Middle East,Turkey,TUR,50,1.3,65.0,High,81.0,18728901.0
PN-ENG-00628,Engine Component - Series C,Engine,Critical,65862,37,22,28,41.0,Medium,179166,SUP-0084,2025-11-30,50.45454545454546,Healthy,95.2,Low,North America,Mexico,MEX,45,1.0,45.0,Medium,41.0,0.0
PN-HYD-00629,Hydraulics Component - Series C,Hydraulics,High,8714,46,25,32,89.0,High,134362,SUP-0049,2025-11-14,55.2,Healthy,69.5,Medium,North America,USA,USA,50,1.1,55.00000000000001,Medium,89.0,0.0
PN-CAB-00630,Cabin Systems Component - Series X,Cabin Systems,Medium,2723,25,19,24,61.0,High,93239,SUP-0082,2026-01-21,39.473684210526315,Healthy,83.4,High,Middle East,UAE,ARE,40,1.3,52.0,Medium,61.0,0.0
PN-AVI-00631,Avionics Component - Series C,Avionics,High,17676,46,25,32,45.0,Medium,257375,SUP-0067,2025-12-18,55.2,Healthy,70.3,High,Asia-Pacific,South Korea,KOR,35,1.3,45.5,Medium,45.0,0.0
PN-LAN-00632,Landing Gear Component - Series B,Landing Gear,Critical,22749,50,34,44,21.0,Low,329282,SUP-0088,2025-11-23,44.11764705882353,Healthy,73.5,High,Middle East,UAE,ARE,35,1.3,45.5,Medium,21.0,0.0
PN-ELE-00633,Electrical Component - Series C,Electrical,High,5828,29,20,26,58.0,Medium,189385,SUP-0130,2025-12-03,43.5,Healthy,75.8,High,Asia-Pacific,Thailand,THA,35,1.3,45.5,Medium,58.0,0.0
PN-STR-00634,Structural Component - Series B,Structural,Medium,13329,41,30,39,14.0,Low,103471,SUP-0076,2025-11-07,41.0,Healthy,71.8,High,Asia-Pacific,Singapore,SGP,15,1.3,19.5,Low,14.0,0.0
PN-LAN-00635,Landing Gear Component - Series B,Landing Gear,Critical,32182,30,16,20,48.0,Medium,247513,SUP-0086,2026-01-17,56.25,Healthy,78.1,Medium,North America,USA,USA,45,1.1,49.50000000000001,Medium,48.0,0.0
PN-ENG-00636,Engine Component - Series C,Engine,Critical,57219,59,33,42,8.0,Low,344632,SUP-0108,2025-12-07,53.63636363636363,Healthy,81.1,Low,Europe,Germany,DEU,35,1.0,35.0,Medium,8.0,0.0
PN-HYD-00637,Hydraulics Component - Series A,Hydraulics,High,10472,39,26,33,57.0,Medium,112705,SUP-0121,2025-11-01,45.0,Healthy,81.0,Medium,North America,Canada,CAN,35,1.1,38.5,Medium,57.0,0.0
PN-STR-00638,Structural Component - Series A,Structural,Medium,14201,24,18,23,31.0,Medium,132194,SUP-0121,2025-11-19,40.0,Healthy,81.0,Medium,North America,Canada,CAN,25,1.1,27.500000000000004,Low,31.0,0.0
PN-CAB-00639,Cabin Systems Component - Series C,Cabin Systems,Medium,3326,29,19,24,70.0,High,89845,SUP-0106,2025-11-01,45.78947368421053,Healthy,83.2,Medium,North America,Mexico,MEX,40,1.1,44.0,Medium,70.0,0.0
PN-STR-00640,Structural Component - Series B,Structural,Medium,7445,36,21,27,13.0,Low,156146,SUP-0088,2025-12-17,51.42857142857143,Healthy,73.5,High,Middle East,UAE,ARE,15,1.3,19.5,Low,13.0,0.0
PN-CAB-00641,Cabin Systems Component - Series B,Cabin Systems,Medium,3741,26,32,41,86.0,High,132793,SUP-0081,2025-11-18,24.375,Warning,87.7,High,Middle East,Saudi Arabia,SAU,65,1.3,84.5,High,86.0,11420198.0
PN-STR-00642,Structural Component - Series B,Structural,Medium,15953,22,20,26,31.0,Medium,78469,SUP-0081,2026-01-15,33.0,Warning,87.7,High,Middle East,Saudi Arabia,SAU,50,1.3,65.0,High,31.0,2432539.0
PN-ENG-00643,Engine Component - Series B,Engine,Critical,39251,64,37,48,,Unknown,189803,SUP-0148,2025-11-15,51.89189189189189,Healthy,95.7,Low,Europe,Italy,ITA,50,1.0,50.0,Medium,30.0,0.0
PN-LAN-00644,Landing Gear Component - Series B,Landing Gear,Critical,34047,30,25,32,57.0,Medium,208985,SUP-0112,2026-01-15,36.0,Warning,60.8,Medium,North America,USA,USA,70,1.1,77.0,High,57.0,11912145.0
